Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,mortgage_interest,inflation_rates
576,50,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,5,1947,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,CBlock,3.0,3.0,0.0,2.0,442,0.0,0,390,832,GasA,3,Y,1,832,384,0,1216,0,0,1,0,2,1,3,6,Typ,0,3.461038961038961,Detchd,1947.0,1.0,1,336,3.0,3.0,1,158,0,0,0,0,0,,0,,0,10,2008,COD,Abnorml,118500,6.0272,2.8263
577,50,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,7,7,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,3,3,BrkTil,3.0,3.0,0.0,0.0,0,0.0,0,861,861,GasA,4,Y,1,877,600,0,1477,0,0,2,0,3,1,3,6,Typ,1,4.0,Detchd,1928.0,1.0,1,216,3.0,3.0,1,0,50,0,0,0,0,,0,,0,8,2009,WD,Normal,145000,5.0365,0.1662
578,80,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,3,3,CBlock,3.0,3.0,0.0,1.0,328,0.0,0,285,1164,GasA,5,Y,1,1320,0,0,1320,1,0,1,0,3,1,3,6,Typ,2,3.461038961038961,Attchd,1966.0,2.0,2,564,3.0,3.0,1,160,68,0,0,0,0,,0,,0,5,2006,WD,Abnorml,164500,6.4133,2.9006
579,160,FV,70.04995836802665,9478,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,4,3,PConc,4.0,3.0,0.0,0.0,0,0.0,0,689,689,GasA,5,Y,1,703,689,0,1392,0,0,2,0,2,1,4,5,Typ,0,3.461038961038961,Detchd,2007.0,1.0,2,540,3.0,3.0,1,0,25,0,0,0,0,,0,,0,2,2008,WD,Abnorml,146000,6.0272,2.8263
580,50,RM,70.04995836802665,9478,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,3,3,BrkTil,3.0,3.0,0.0,0.0,0,0.0,0,1050,1050,GasA,5,N,1,1050,745,0,1795,0,0,2,0,4,1,3,7,Typ,0,3.461038961038961,Attchd,1954.0,1.0,1,352,3.0,3.0,1,0,0,0,0,0,0,,0,,0,11,2008,WD,Normal,131500,6.0272,2.8263
581,20,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1987,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,3,3,CBlock,3.0,3.0,0.0,3.0,594,0.0,0,331,1144,GasA,5,Y,1,1429,0,0,1429,0,0,1,0,3,1,4,7,Typ,2,4.0,Attchd,1960.0,1.0,2,572,3.0,3.0,1,216,25,0,0,0,0,,0,,0,6,2007,WD,Normal,181900,6.3373,2.6616
582,20,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,5,3,PConc,5.0,3.0,0.0,0.0,0,0.0,0,477,991,GasA,5,Y,1,2042,0,0,2042,0,0,2,1,3,1,5,8,Typ,1,4.0,Attchd,2009.0,2.0,3,480,3.0,3.0,1,0,90,0,0,0,0,,0,,0,8,2009,New,Partial,253293,5.0365,0.1662
583,90,RL,70.04995836802665,9478,Grvl,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,3,3,CBlock,4.0,3.0,0.0,5.0,816,0.0,0,0,816,GasA,3,Y,1,816,0,0,816,1,0,1,0,3,1,3,5,Typ,0,3.461038961038961,Attchd,1978.5061638868744,1.8165337200870195,0,0,3.0,3.0,1,0,32,0,0,0,0,,0,,0,5,2007,WD,Normal,118500,6.3373,2.6616
584,75,RM,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,PosA,1Fam,2.5Unf,10,5,1893,2000,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,5,3,BrkTil,3.0,3.0,0.0,0.0,0,0.0,0,1237,1237,GasA,4,Y,1,1521,1254,0,1464,0,0,3,1,3,1,4,9,Typ,1,4.0,Detchd,1988.0,1.0,2,880,3.0,3.0,1,105,25,0,0,0,0,,0,,0,7,2008,WD,Normal,163000,6.0272,2.8263
585,50,RM,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1935,1995,Gable,CompShg,AsbShng,AsbShng,,0.0,3,3,BrkTil,3.0,3.0,0.0,0.0,0,0.0,0,884,884,GasA,5,Y,1,989,584,0,1573,0,0,1,0,3,1,4,6,Typ,0,3.461038961038961,Detchd,1935.0,1.0,1,240,3.0,3.0,1,0,0,0,0,0,0,,0,,0,7,2009,WD,Normal,133000,5.0365,0.1662
586,20,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,5.0,3.0,0.0,5.0,1460,0.0,0,408,1868,GasA,5,Y,1,2028,0,0,2028,1,0,2,0,2,1,4,7,Typ,2,4.0,Attchd,2005.0,2.0,3,880,3.0,3.0,1,326,66,0,0,0,0,,0,,0,3,2006,New,Partial,163000,6.4133,2.9006
587,30,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1Story,6,7,1918,2000,Gable,CompShg,Stucco,Wd Shng,,0.0,3,3,BrkTil,3.0,3.0,0.0,2.0,210,0.0,0,0,816,GasA,5,Y,1,838,0,0,838,1,0,1,0,2,1,2,5,Typ,0,3.461038961038961,Detchd,1961.0,3.0,1,275,3.0,3.0,1,0,0,0,0,0,0,,0,,0,5,2008,WD,Normal,130000,6.0272,2.8263
588,85,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,6,1982,1982,Hip,CompShg,HdBoard,HdBoard,,0.0,3,3,CBlock,3.0,3.0,0.0,4.0,672,0.0,0,168,840,GasA,3,Y,1,860,0,0,860,1,0,1,0,2,1,3,4,Typ,0,3.461038961038961,Detchd,1996.0,1.0,2,528,3.0,3.0,1,0,0,0,0,0,0,,0,,0,7,2009,WD,Normal,137000,5.0365,0.1662
589,20,RL,70.04995836802665,9478,Pave,,IR1,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,5,5,1968,2003,Flat,Tar&Grv,Wd Sdng,Wd Sdng,,0.0,3,3,CBlock,3.0,3.0,0.0,5.0,1324,0.0,0,113,1437,GasA,5,Y,1,1473,0,0,1473,2,0,1,0,1,1,5,5,Typ,2,4.0,Attchd,1968.0,1.0,1,452,3.0,3.0,1,0,48,0,0,0,0,,0,,0,6,2009,WD,Partial,143000,5.0365,0.1662
590,40,RM,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1Story,5,6,1930,1960,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,BrkTil,3.0,3.0,0.0,0.0,0,0.0,0,742,742,GasA,3,Y,1,779,0,0,935,0,0,1,0,2,1,3,4,Typ,0,3.461038961038961,Detchd,1988.0,1.0,1,308,3.0,3.0,1,0,0,0,0,0,0,,0,Shed,0,8,2008,WD,Normal,79500,6.0272,2.8263
591,60,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,4,3,PConc,4.0,3.0,0.0,5.0,490,0.0,0,280,770,GasA,5,Y,1,770,812,0,1582,0,0,2,1,3,1,4,6,Typ,0,3.461038961038961,Attchd,2004.0,2.0,2,520,3.0,3.0,1,0,45,0,0,0,0,,0,,0,9,2008,WD,Normal,185900,6.0272,2.8263
592,60,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,Stone,0.0,5,3,PConc,5.0,3.0,0.0,5.0,1338,0.0,0,384,1722,GasA,5,Y,1,1728,568,0,2296,1,0,2,1,3,1,5,10,Typ,1,4.0,BuiltIn,2008.0,2.0,3,842,3.0,3.0,1,382,25,0,0,0,0,,0,,0,6,2009,ConLI,Normal,163000,5.0365,0.1662
593,20,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1982,2003,Gable,CompShg,HdBoard,HdBoard,,0.0,3,3,PConc,3.0,3.0,0.0,5.0,816,0.0,0,0,816,GasA,5,Y,1,816,0,0,816,1,0,1,0,2,1,3,4,Typ,0,3.461038961038961,Detchd,1985.0,3.0,2,816,3.0,3.0,1,0,0,0,0,0,0,,0,,0,6,2008,WD,Normal,138000,6.0272,2.8263
594,120,RM,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,4.0,3.0,0.0,5.0,685,0.0,0,163,848,GasA,5,Y,1,848,0,0,848,1,0,1,0,1,1,4,4,Typ,0,3.461038961038961,Attchd,2003.0,3.0,2,420,3.0,3.0,1,140,0,0,0,0,0,,0,,0,5,2009,WD,Normal,140000,5.0365,0.1662
595,20,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Hip,CompShg,HdBoard,HdBoard,,0.0,3,3,CBlock,4.0,3.0,0.0,0.0,0,0.0,0,924,924,GasA,3,Y,1,924,0,0,924,0,0,1,0,3,1,3,5,Typ,0,3.461038961038961,Detchd,1981.0,1.0,1,280,3.0,3.0,1,0,0,0,0,0,0,,0,,0,4,2008,WD,Normal,110000,6.0272,2.8263
596,20,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,Other,BrkFace,0.0,4,3,PConc,4.0,3.0,0.0,5.0,1422,0.0,0,392,1814,GasA,5,Y,1,1826,0,0,1826,1,0,2,0,3,1,4,7,Typ,1,3.0,Attchd,2005.0,3.0,3,758,3.0,3.0,1,180,75,0,0,0,0,,0,,0,8,2006,New,Partial,163000,6.4133,2.9006
597,70,RM,70.04995836802665,9478,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1910,1993,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,CBlock,3.0,3.0,0.0,0.0,0,0.0,0,684,684,GasA,5,N,1,684,684,0,1368,0,0,1,0,3,1,3,7,Typ,0,3.461038961038961,Detchd,1930.0,1.0,1,216,3.0,3.0,1,0,25,0,0,0,0,,0,,0,10,2006,WD,Normal,114504,6.4133,2.9006
598,120,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,5.0,3.0,0.0,0.0,0,0.0,0,1258,1258,GasA,5,Y,1,1402,0,0,1402,0,0,0,2,2,1,4,7,Typ,1,4.0,Attchd,2006.0,3.0,3,648,3.0,3.0,1,120,16,0,0,0,0,,0,,0,2,2007,New,Partial,194201,6.3373,2.6616
599,20,RL,70.04995836802665,9478,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,0.0,3,3,CBlock,4.0,3.0,0.0,4.0,1283,0.0,0,0,1430,GasA,5,Y,1,1647,0,0,1647,1,0,2,0,3,1,4,7,Typ,1,3.0,Attchd,1977.0,3.0,2,621,3.0,3.0,1,0,0,0,0,0,0,,0,,0,3,2006,WD,Normal,217500,6.4133,2.9006
600,160,RM,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,CBlock,4.0,3.0,0.0,1.0,81,0.0,0,23,716,GasA,3,Y,1,716,840,0,1556,1,0,2,1,3,1,3,6,Typ,1,3.0,Attchd,1980.0,3.0,2,452,3.0,3.0,1,161,0,0,0,0,0,,0,,0,7,2008,COD,Normal,151000,6.0272,2.8263
601,60,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,4.0,3.0,0.0,5.0,546,0.0,0,512,1058,GasA,5,Y,1,1058,846,0,1904,1,0,2,1,3,1,5,8,Typ,1,4.0,BuiltIn,2003.0,3.0,2,736,3.0,3.0,1,179,60,0,0,0,0,,0,,0,6,2006,WD,Normal,163000,6.4133,2.9006
602,50,RM,70.04995836802665,9478,Pave,,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,3,3,PConc,3.0,3.0,0.0,0.0,0,0.0,0,780,780,GasA,3,Y,1,780,595,0,1375,0,0,1,1,3,1,4,6,Typ,1,4.0,Detchd,1979.0,1.0,1,544,3.0,3.0,1,0,25,0,0,0,0,,0,,0,12,2007,WD,Normal,141000,6.3373,2.6616
603,60,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,,0.0,4,3,PConc,4.0,3.0,0.0,5.0,789,0.0,0,119,908,GasA,5,Y,1,927,988,0,1915,1,0,2,1,3,1,4,8,Typ,1,3.0,Attchd,1992.0,3.0,2,506,3.0,3.0,1,120,25,0,0,0,0,,0,,0,2,2006,WD,Abnorml,220000,6.4133,2.9006
604,160,FV,70.04995836802665,9478,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,,0.0,4,3,PConc,4.0,3.0,0.0,0.0,0,0.0,0,600,600,GasA,5,Y,1,600,600,0,1200,0,0,2,1,2,1,4,4,Typ,0,3.461038961038961,Detchd,2004.0,2.0,2,480,3.0,3.0,1,0,25,0,0,0,0,,0,,0,6,2010,WD,Normal,151000,4.6898,1.0979
605,20,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,4.0,3.0,0.0,5.0,922,0.0,0,572,1494,GasA,5,Y,1,1494,0,0,1494,1,0,2,0,3,1,4,6,Typ,1,3.0,Attchd,2002.0,2.0,2,530,3.0,3.0,1,192,36,0,0,0,0,,0,,0,9,2008,WD,Normal,221000,6.0272,2.8263
606,60,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,3,3,CBlock,3.0,3.0,0.0,3.0,454,0.0,0,314,768,GasA,3,Y,1,1186,800,0,1986,0,0,2,1,3,1,3,7,Typ,1,3.461038961038961,Attchd,1965.0,1.0,2,486,3.0,3.0,1,0,42,0,0,0,0,,0,,0,10,2009,WD,Normal,205000,5.0365,0.1662
607,20,RL,70.04995836802665,9478,Pave,,IR2,Low,AllPub,Corner,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,PConc,4.0,3.0,0.0,5.0,732,0.0,0,308,1040,GasA,4,Y,1,1040,0,0,1040,1,0,1,0,3,1,4,6,Typ,0,3.461038961038961,Detchd,2000.0,1.0,2,576,3.0,3.0,1,168,0,0,0,0,0,,0,,0,11,2009,WD,Normal,152000,5.0365,0.1662
608,20,RL,70.04995836802665,9478,Pave,,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,2Story,5,5,1948,2002,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,CBlock,3.0,3.0,0.0,5.0,603,0.0,0,293,896,GasA,5,Y,1,1112,896,0,2008,1,0,3,0,3,1,5,8,Typ,0,3.461038961038961,Attchd,1948.0,1.0,1,230,3.0,3.0,1,103,0,0,0,0,0,,0,,0,8,2006,WD,Normal,225000,6.4133,2.9006
609,70,RL,70.04995836802665,9478,Pave,,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,6,1934,1998,Gable,CompShg,BrkFace,Wd Sdng,,0.0,3,3,PConc,4.0,3.0,0.0,3.0,428,0.0,0,537,965,GasA,3,Y,1,1940,1254,0,1464,0,0,2,1,4,1,3,10,Typ,2,4.0,Basment,1934.0,1.0,2,380,3.0,3.0,1,0,0,0,0,0,0,,0,,0,9,2007,WD,Alloca,163000,6.3373,2.6616
610,20,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkCmn,0.0,3,3,CBlock,3.0,3.0,0.0,2.0,903,0.0,0,126,1029,GasA,4,Y,1,1029,0,0,1029,1,0,1,0,3,1,3,5,Typ,0,3.461038961038961,Attchd,1961.0,1.0,1,261,3.0,3.0,1,64,0,0,0,0,0,,0,,0,4,2007,WD,Normal,118500,6.3373,2.6616
611,60,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,9,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,5.0,3.0,0.0,5.0,904,0.0,0,536,1440,GasA,5,Y,1,1476,677,0,2153,1,0,2,1,3,1,5,8,Typ,2,3.461038961038961,Attchd,2000.0,3.0,3,736,3.0,3.0,1,253,25,0,0,0,0,,0,,0,5,2009,WD,Normal,163000,5.0365,0.1662
612,80,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,3,3,CBlock,4.0,3.0,0.0,4.0,605,0.0,0,427,1032,GasA,3,Y,1,1032,0,0,1032,0,0,2,0,3,1,3,6,Typ,1,3.0,Attchd,1978.0,1.0,2,564,3.0,3.0,1,0,0,0,0,0,0,,0,Shed,0,7,2007,WD,Normal,148000,6.3373,2.6616
613,60,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,4.0,3.0,0.0,5.0,990,0.0,0,309,1299,GasA,5,Y,1,1299,573,0,1872,1,0,2,1,3,1,5,7,Typ,1,3.0,BuiltIn,2001.0,2.0,2,531,3.0,3.0,1,160,25,0,0,0,0,,0,,0,11,2009,WD,Normal,163000,5.0365,0.1662
614,20,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Feedr,Norm,1Fam,1Story,5,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,PConc,4.0,3.0,0.0,4.0,206,0.0,0,914,1120,GasA,5,Y,1,1120,0,0,1120,0,0,1,0,3,1,3,6,Typ,0,3.461038961038961,Attchd,1978.5061638868744,1.8165337200870195,0,0,3.0,3.0,1,0,30,0,0,0,0,,0,,0,12,2007,New,Partial,147000,6.3373,2.6616
615,180,RM,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,6,1972,1972,Gable,CompShg,CemntBd,CmentBd,,0.0,3,3,CBlock,4.0,3.0,0.0,1.0,150,0.0,0,0,630,GasA,5,Y,1,630,0,0,630,1,0,1,0,1,1,3,3,Typ,0,3.461038961038961,Attchd,1978.5061638868744,1.8165337200870195,0,0,3.0,3.0,1,96,24,0,0,0,0,,0,,0,5,2010,WD,Normal,75500,4.6898,1.0979
616,85,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,6,7,1963,1963,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,3,3,PConc,3.0,3.0,0.0,5.0,763,0.0,0,173,936,GasA,5,Y,1,1054,0,0,1054,1,0,1,0,3,1,4,6,Typ,0,3.461038961038961,Attchd,1963.0,2.0,2,480,3.0,3.0,1,120,0,0,0,0,0,,0,,0,5,2010,WD,Abnorml,137500,4.6898,1.0979
617,60,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,4,3,PConc,4.0,3.0,0.0,5.0,457,0.0,0,326,783,GasA,5,Y,1,807,702,0,1509,1,0,2,1,3,1,4,7,Typ,1,4.0,Attchd,2002.0,3.0,2,393,3.0,3.0,1,100,75,0,0,0,0,,0,,0,6,2006,WD,Normal,183200,6.4133,2.9006
618,45,RL,70.04995836802665,9478,Pave,,Reg,HLS,AllPub,Corner,Mod,NAmes,Artery,Norm,1Fam,1.5Unf,6,6,1954,1954,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,CBlock,3.0,3.0,0.0,0.0,0,0.0,0,832,832,GasA,4,Y,1,832,0,0,832,0,0,1,0,2,1,4,4,Typ,0,3.461038961038961,Detchd,1962.0,1.0,2,528,3.0,3.0,1,0,0,0,0,0,0,,0,,0,6,2008,WD,Normal,105500,6.0272,2.8263
619,20,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,0.0,5,3,PConc,5.0,3.0,0.0,5.0,48,0.0,0,477,1822,GasA,5,Y,1,1828,0,0,1828,0,0,2,0,3,1,4,9,Typ,1,4.0,Attchd,2007.0,1.0,3,774,3.0,3.0,1,0,25,0,0,0,0,,0,,0,7,2007,New,Partial,163000,6.3373,2.6616
620,60,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,4,3,PConc,4.0,3.0,0.0,5.0,871,0.0,0,611,1482,GasA,5,Y,1,1482,780,0,2262,1,0,2,1,4,1,4,10,Typ,2,4.0,Attchd,2003.0,3.0,3,749,3.0,3.0,1,168,0,0,0,0,0,,0,,0,8,2008,WD,Normal,163000,6.0272,2.8263
621,30,RL,70.04995836802665,9478,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,5,1914,1950,Gable,CompShg,Stucco,Stucco,,0.0,3,3,BrkTil,3.0,3.0,0.0,3.0,41,0.0,0,823,864,GasA,3,N,1,864,0,0,864,1,0,1,0,2,1,3,5,Typ,0,3.461038961038961,Attchd,1978.5061638868744,1.8165337200870195,0,0,3.0,3.0,1,0,0,0,0,0,0,,0,,0,9,2008,WD,Normal,67000,6.0272,2.8263
622,60,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,7,1974,1997,Gable,CompShg,HdBoard,HdBoard,,0.0,3,3,CBlock,3.0,3.0,0.0,4.0,956,0.0,0,384,1522,GasA,3,Y,1,1548,1066,0,1464,0,0,2,1,4,1,3,9,Typ,1,3.0,Attchd,1974.0,2.0,2,624,3.0,3.0,1,38,25,0,0,0,0,,0,,0,6,2008,WD,Normal,240000,6.0272,2.8263
623,20,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,0.0,3,3,CBlock,3.0,3.0,0.0,3.0,560,0.0,0,420,980,GasA,3,Y,1,980,0,0,980,0,0,1,0,3,1,3,6,Typ,0,3.461038961038961,Detchd,1986.0,1.0,2,484,3.0,3.0,1,192,0,0,0,0,0,,0,,0,7,2009,WD,Normal,135000,5.0365,0.1662
624,160,FV,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,4,3,PConc,4.0,3.0,0.0,5.0,420,0.0,0,336,756,GasA,5,Y,1,756,756,0,1512,0,0,2,1,2,1,4,4,Typ,1,3.0,Detchd,2000.0,1.0,2,440,3.0,3.0,1,0,32,0,0,0,0,,0,,0,6,2007,WD,Normal,168500,6.3373,2.6616
625,60,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,CBlock,3.0,3.0,0.0,2.0,247,0.0,0,485,732,GasA,4,Y,1,1012,778,0,1790,1,0,1,2,4,1,3,8,Min2,1,3.0,Attchd,1972.0,2.0,2,484,3.0,3.0,1,148,0,0,0,0,0,,0,,0,11,2006,WD,Normal,165150,6.4133,2.9006
